# prefab<TAB>comma-separated MonoBehaviour classes found anywhere in the prefab (generated from game assets)
AbandonedLogCabin02	Chair,Container,CreatureSpawner,Door,Location,MusicLocation,Piece,RandomSpawn,TerrainModifier,WearNTear,ZNetView
Birch1_aut	GlobalWind,HoverText,LodFadeInOut,StaticPhysics,TreeBase,ZNetView
Birch2	HoverText,LodFadeInOut,StaticPhysics,TreeBase,ZNetView
Birch2_aut	GlobalWind,HoverText,LodFadeInOut,StaticPhysics,TreeBase,ZNetView
BirchSeeds	ItemDrop,ZNetView,ZSyncTransform
BirchStub	Destructible,DropOnDestroyed,HoverText,StaticPhysics,ZNetView
Birch_Sapling	Destructible,Piece,Plant,StaticPhysics,ZNetView
Birch_log	Floating,HoverText,ImpactEffect,LodFadeInOut,TreeLog,ZNetView,ZSyncTransform
Birch_log_half	Floating,HoverText,ImpactEffect,LodFadeInOut,TreeLog,ZNetView,ZSyncTransform
Bjorn	AnimationEffect,Aoe,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BjornHide	ItemDrop,ZNetView,ZSyncTransform
BjornMeat	ItemDrop,ZNetView,ZSyncTransform
BjornPaw	ItemDrop,ZNetView,ZSyncTransform
Bjorn_ragdoll	Ragdoll,ZNetView
Bjorn_sleeping	AnimationEffect,Aoe,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
Bjorn_spiritcaller	AnimationEffect,Aoe,CharacterAnimEvent,FootStep,Humanoid,LevelEffects,MonsterAI,Tameable,ZNetView,ZSyncAnimation,ZSyncTransform
BlackCore	ItemDrop,ZNetView,ZSyncTransform
BlackForestLocationMusic	MusicLocation,ZNetView
BlackIceShard_01	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
BlackIceShard_02	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
BlackIce_Core	Destructible,HoverText,LodFadeInOut,SpawnArea,StaticPhysics,TriggerPersistentEventOnDestroy,ZNetView
BlackIce_Core_combined	Destructible,HoverText,LodFadeInOut,SpawnArea,StaticPhysics,TriggerPersistentEventOnDestroy,ZNetView
BlackIce_Core_outer	Destructible,HoverText,LodFadeInOut,StaticPhysics,ZNetView
BlackIce_Start	Destructible,HoverText,LodFadeInOut,ObjectFlicker,StaticPhysics,TimedDestruction,TriggerPersistentEventOnDestroy,ZNetView,ZSFX
BlackMarble	ItemDrop,ZNetView,ZSyncTransform
BlackMetal	ItemDrop,ZNetView,ZSyncTransform
BlackMetalScrap	ItemDrop,ZNetView,ZSyncTransform
BlackSoup	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
Blackwood	Floating,ItemDrop,ZNetView,ZSyncTransform
Blob	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LightLod,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobAspect	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LightLod,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobElite	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobFrost	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LightLod,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobLava	CharacterAnimEvent,CharacterDrop,FootStep,GlobalWind,Humanoid,LightLod,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobLava_explosion	Aoe,ZNetView,ZSyncTransform
BlobMork	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LightLod,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobMorkBig	Aoe,Destructible,DropOnDestroyed,HoverText,LightLod,ObjectFlicker,SpawnArea,StaticPhysics,ZNetView
BlobMorkMini	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LightLod,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobTar	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BlobVial	ItemDrop,ZNetView,ZSyncTransform
BloodGoldKey	Floating,ItemDrop,ZNetView,ZSyncTransform
BloodPudding	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
Bloodbag	ItemDrop,ZNetView,ZSyncTransform
Blueberries	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
BlueberryBush	Destructible,DropOnDestroyed,Pickable,StaticPhysics,ZNetView
Boar	CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,Procreation,Tameable,ZNetView,ZSyncAnimation,ZSyncTransform
BoarJerky	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
Boar_piggy	AnimalAI,CharacterAnimEvent,Growup,Humanoid,ZNetView,ZSyncAnimation,ZSyncTransform
Boar_spiritcaller	CharacterAnimEvent,FootStep,Humanoid,LevelEffects,MonsterAI,Tameable,ZNetView,ZSyncAnimation,ZSyncTransform
BogWitch	LookAt,SnapToGround,Trader,ZNetView
BogWitchKvastur	CharacterAnimEvent,CharacterDrop,Humanoid,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
BogWitchKvastur_attack	ItemDrop
BogWitch_Amulet	
BogWitch_Camp	Aoe,CharacterAnimEvent,CharacterDrop,Destructible,DropOnDestroyed,EffectArea,Fireplace,GlobalWind,Humanoid,LightFlicker,LightLod,Location,LodFadeInOut,LookAt,MonsterAI,MusicLocation,Piece,SmokeSpawner,SnapToGround,SpawnArea,StaticPhysics,TerrainModifier,TimedDestruction,Trader,ZNetView,ZSFX,ZSyncAnimation,ZSyncTransform
BogWitch_Cauldron	
BogWitch_Fire_Pit	Aoe,EffectArea,Fireplace,GlobalWind,LightFlicker,LightLod,Piece,SmokeSpawner,TimedDestruction,ZNetView,ZSFX
BogWitch_Hut	
BogWitch_Ladder	
BogWitch_Leech	
BogWitch_Stump1	
BogWitch_Stump2	
BogWitch_Table	
BogWitch_Talisman1	
BogWitch_Talisman2	
BogWitch_Talisman3	
BogWitch_Thistles	
BoltBlackmetal	ItemDrop,ZNetView,ZSyncTransform
BoltBloodGold	ItemDrop,ZNetView,ZSyncTransform
BoltBone	ItemDrop,ZNetView,ZSyncTransform
BoltCarapace	ItemDrop,ZNetView,ZSyncTransform
BoltCharred	ItemDrop,ZNetView,ZSyncTransform
BoltIron	ItemDrop,ZNetView,ZSyncTransform
BombBile	ItemDrop,ZNetView,ZSyncTransform
BombBlob_Frost	ItemDrop,ZNetView,ZSyncTransform
BombBlob_Frost_projectile	Projectile,ZNetView,ZSyncTransform
BombBlob_Lava	ItemDrop,ZNetView,ZSyncTransform
BombBlob_Lava_projectile	Projectile,ZNetView,ZSyncTransform
BombBlob_Morkhalla	ItemDrop,ZNetView,ZSyncTransform
BombBlob_Morkhalla_projectile	Projectile,ZNetView,ZSyncTransform
BombBlob_Poison	ItemDrop,ZNetView,ZSyncTransform
BombBlob_PoisonElite	ItemDrop,ZNetView,ZSyncTransform
BombBlob_PoisonElite_projectile	Projectile,ZNetView,ZSyncTransform
BombBlob_Poison_projectile	Projectile,ZNetView,ZSyncTransform
BombBlob_Tar	ItemDrop,ZNetView,ZSyncTransform
BombBlob_Tar_projectile	Projectile,ZNetView,ZSyncTransform
BombDynamite	ItemDrop,LightFlicker,LightLod,ZNetView,ZSyncTransform
BombLava	ItemDrop,ZNetView,ZSyncTransform
BombOoze	ItemDrop,ZNetView,ZSyncTransform
BombSiege	ItemDrop,LightFlicker,LightLod,ZNetView,ZSyncTransform
BombSmoke	ItemDrop,ZNetView,ZSyncTransform
BoneFragments	ItemDrop,ZNetView,ZSyncTransform
BoneMawSerpentMeat	Floating,ItemDrop,ZNetView,ZSyncTransform
BonePileSpawner	Destructible,HoverText,SpawnArea,ZNetView
BonePileSpawner_swamp	Destructible,HoverText,SpawnArea,ZNetView
Bonemass	CharacterAnimEvent,CharacterDrop,Humanoid,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
BonemawSerpent	CharacterAnimEvent,CharacterDrop,Humanoid,MonsterAI,Tail,ZNetView,ZSyncAnimation,ZSyncTransform
BonemawSerpentScale	ItemDrop,ZNetView,ZSyncTransform
BonemawSerpentTooth	Floating,ItemDrop,ZNetView,ZSyncTransform
BonemawSerpent_bite	ItemDrop
BonemawSerpent_breath	ItemDrop
BonemawSerpent_breath_aoe	Aoe,LightFlicker,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
BonemawSerpent_projectile	Projectile,ZNetView,ZSyncTransform
BonemawSerpent_ram	ItemDrop
BonemawSerpent_spit	ItemDrop
BonemawSerpent_taunt	ItemDrop
BossStone_Bonemass	BossStone,ItemStand,LightFlicker,RuneStone,ZNetView
BossStone_DragonQueen	BossStone,ItemStand,LightFlicker,RuneStone,ZNetView
BossStone_Eikthyr	BossStone,GuidePoint,ItemStand,LightFlicker,RuneStone,ZNetView
BossStone_Fader	BossStone,ItemStand,LightFlicker,RuneStone,ZNetView
BossStone_TheElder	BossStone,ItemStand,LightFlicker,RuneStone,ZNetView
BossStone_TheQueen	BossStone,ItemStand,LightFlicker,RuneStone,ZNetView
BossStone_Yagluth	BossStone,ItemStand,LightFlicker,RuneStone,ZNetView
Bow	Floating,ItemDrop,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowAshlands	Floating,ItemDrop,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowAshlandsBlood	Floating,ItemDrop,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowAshlandsRoot	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowAshlandsStorm	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowDraugrFang	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowFineWood	Floating,ItemDrop,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowGold	Floating,ItemDrop,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowGoldUncooked	Floating,ItemDrop,ZNetView,ZSyncTransform
BowGold_BloodLightning	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowGold_FrostFire	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowHuntsman	Floating,ItemDrop,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
BowSpineSnap	Demister,Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,ZNetView,ZSyncTransform
Bread	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
BreadDough	ItemDrop,ZNetView,ZSyncTransform
Bronze	ItemDrop,ZNetView,ZSyncTransform
BronzeNails	ItemDrop,ZNetView,ZSyncTransform
BronzeScrap	ItemDrop,ZNetView,ZSyncTransform
BugMeat	ItemDrop,ZNetView,ZSyncTransform
BuildPieceSelectButton	BuildUiPieceButton
BuildUITagButton	BuildUiTagButton
BuildUIV2	BuildUi,BuildUiFavoritesDropdown,BuildUiTagButton,TabHandler,UIGamePad
Bush01	Destructible,DropOnDestroyed,StaticPhysics,ZNetView
Bush01_deepnorth	Destructible,DropOnDestroyed,StaticPhysics,ZNetView
Bush01_heath	Destructible,DropOnDestroyed,StaticPhysics,ZNetView
Bush02_en	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
ButtonBinding	
CC Entry	CaptionItem
CandleWick	ItemDrop,ZNetView,ZSyncTransform
Candle_resin	EffectArea,Fireplace,LightLod,Piece,WearNTear,ZNetView
Candle_resin_bogwitch	LightLod,Piece,ZNetView
CapeAsh	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeAsksvin	ItemDrop,ItemStyle,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeDeepNorth	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeDeepNorthMage	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeDeerHide	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeFeather	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeLinen	ItemDrop,ItemStyle,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeLox	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeOdin	ItemDrop,ItemStyle,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeTest	GlobalWind,ItemDrop,ZNetView,ZSyncTransform
CapeTrollHide	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
CapeWolf	ItemDrop,PlayerClothWindShelter,ZNetView,ZSyncTransform
Captions_DirectionIndicators	
Carapace	ItemDrop,ZNetView,ZSyncTransform
CargoCrate	Container,Destructible,Floating,ZNetView,ZSyncTransform
Carrot	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CarrotSeeds	ItemDrop,ZNetView,ZSyncTransform
CarrotSoup	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
Cart	Container,DisableInPlacementGhost,Floating,ImpactEffect,Piece,Vagon,WearNTear,ZNetView,ZSFX,ZSyncTransform
CastleKit_braided_box01	Destructible,Floating,ZNetView,ZSyncTransform
CastleKit_brazier	Aoe,Destructible,DropOnDestroyed,EffectArea,LightFlicker,LightLod,TimedDestruction,ZNetView,ZSFX
CastleKit_decal_clawmarks	MaterialVariationWorld
CastleKit_decal_dirt	MaterialVariationWorld
CastleKit_decal_fenrir_blood	MaterialVariationWorld
CastleKit_decal_straw	MaterialVariationWorld
CastleKit_groundtorch	EffectArea,LightFlicker,LightLod,TimedDestruction,WearNTear,ZNetView,ZSFX
CastleKit_groundtorch_blue	EffectArea,LightFlicker,LightLod,TimedDestruction,WearNTear,ZNetView,ZSFX
CastleKit_groundtorch_green	EffectArea,LightFlicker,LightLod,TimedDestruction,WearNTear,ZNetView,ZSFX
CastleKit_groundtorch_unlit	EffectArea,Fireplace,LightFlicker,LightLod,TimedDestruction,WearNTear,ZNetView,ZSFX
CastleKit_metal_groundtorch_unlit	Destructible,EffectArea,LightFlicker,LightLod,TimedDestruction,ZNetView,ZSFX
CastleKit_pot03	ZNetView,ZSyncTransform
Catapult	Aoe,Catapult,DisableInPlacementGhost,Floating,ImpactEffect,Piece,Switch,Vagon,WearNTear,ZNetView,ZSFX,ZSyncTransform
Catapult_Ammo_BloodGold	ItemDrop,ZNetView,ZSyncTransform
Catapult_Ammo_BloodGold_Projectile	Projectile,ZNetView,ZSyncTransform
Catapult_Ammo_BloodGold_Projectile_AOE	Aoe,ZNetView,ZSFX
Catapult_Ammo_Projectile	Projectile,ZNetView,ZSyncTransform
Catapult_Ammo_Projectile_AOE	Aoe,ZNetView,ZSFX
Catapult_ammo	ItemDrop,ZNetView,ZSyncTransform
Catapult_projectile	Projectile,ZNetView,ZSyncTransform
CelestialFeather	ItemDrop,ZNetView,ZSyncTransform
CeramicPlate	ItemDrop,ZNetView,ZSyncTransform
Chain	ItemDrop,ZNetView,ZSyncTransform
ChainLightning	Aoe,CamShaker,TimedDestruction,ZNetView,ZSFX
ChainLightningRed	Aoe,CamShaker,TimedDestruction,ZNetView,ZSFX
CharcoalResin	ItemDrop,ZNetView,ZSyncTransform
CharredBanner1	DropOnDestroyed,WearNTear,ZNetView
CharredBanner2	DropOnDestroyed,WearNTear,ZNetView
CharredBanner3	DropOnDestroyed,WearNTear,ZNetView
CharredBone	ItemDrop,ZNetView,ZSyncTransform
CharredCogwheel	ItemDrop,ZNetView,ZSyncTransform
CharredFortress	Aoe,Container,CreatureSpawner,Destructible,DropOnDestroyed,HoverText,LightFlicker,LightLod,Location,LodFadeInOut,MusicLocation,Pickable,Piece,RandomSpawn,SpawnArea,StaticPhysics,TerrainModifier,Vegvisir,WearNTear,ZNetView
CharredRuins1	AutoJumpLedge,Chair,Destructible,DropOnDestroyed,EffectArea,GuidePoint,HoverText,Location,LodFadeInOut,MusicLocation,Pickable,Piece,RandomFlyingBird,RandomPieceRotation,RandomSpawn,StaticPhysics,TerrainModifier,Vegvisir,Vine,WearNTear,ZNetView,ZSyncAnimation,ZSyncTransform
CharredRuins12	Destructible,DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins13	Destructible,DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,WearNTear,ZNetView
CharredRuins14	DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins15	Destructible,DropOnDestroyed,Pickable,RandomSpawn,Room,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredRuins16	RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins17	DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins2	AutoJumpLedge,Destructible,DropOnDestroyed,EffectArea,HoverText,Location,LodFadeInOut,MusicLocation,Pickable,RandomFlyingBird,RandomPieceRotation,RandomSpawn,StaticPhysics,TerrainModifier,Vegvisir,Vine,WearNTear,ZNetView,ZSyncAnimation,ZSyncTransform
CharredRuins23	CreatureSpawner,DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins24	Destructible,DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins25	Destructible,DropOnDestroyed,GuidePoint,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins3	AutoJumpLedge,Destructible,DropOnDestroyed,EffectArea,HoverText,Location,LodFadeInOut,MusicLocation,Pickable,RandomFlyingBird,RandomPieceRotation,RandomSpawn,StaticPhysics,Vegvisir,Vine,WearNTear,ZNetView,ZSyncAnimation,ZSyncTransform
CharredRuins4	AutoJumpLedge,Destructible,DropOnDestroyed,EffectArea,HoverText,Location,LodFadeInOut,MusicLocation,Pickable,RandomFlyingBird,RandomPieceRotation,RandomSpawn,StaticPhysics,Vegvisir,Vine,WearNTear,ZNetView,ZSyncAnimation,ZSyncTransform
CharredRuins9	Destructible,DropOnDestroyed,RandomPieceRotation,RandomSpawn,Room,TerrainModifier,WearNTear,ZNetView
CharredRuins_new01	AutoJumpLedge,Destructible,DropOnDestroyed,EffectArea,Pickable,RandomPieceRotation,RandomSpawn,Room,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredRuins_new02	Destructible,DropOnDestroyed,EffectArea,Pickable,RandomPieceRotation,RandomSpawn,Room,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredRuins_new03	Destructible,DropOnDestroyed,EffectArea,Pickable,RandomPieceRotation,RandomSpawn,Room,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredRuins_new04	Destructible,DropOnDestroyed,EffectArea,Pickable,RandomPieceRotation,RandomSpawn,Room,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredRuins_new05	Destructible,DropOnDestroyed,EffectArea,Pickable,RandomPieceRotation,RandomSpawn,Room,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredStone_Spawner	Destructible,DropOnDestroyed,HoverText,LightLod,Location,RandomSpawn,SpawnArea,StaticPhysics,TerrainModifier,ZNetView,ZSFX
CharredTowerRuins1	Chair,Destructible,DropOnDestroyed,EffectArea,HoverText,Location,MusicLocation,Pickable,Piece,RandomPieceRotation,RandomSpawn,StaticPhysics,TerrainModifier,WearNTear,ZNetView
CharredTowerRuins1_dvergr	Aoe,Chair,CircleProjector,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,Fireplace,GlobalWind,GuidePoint,HoverText,LightFlicker,LightLod,Location,MusicLocation,Pickable,Piece,PrivateArea,RandomPieceRotation,RandomSpawn,SmokeSpawner,SnapToGround,StaticPhysics,TerrainModifier,TimedDestruction,WearNTear,ZNetView,ZSFX
CharredTowerRuins2	Destructible,DropOnDestroyed,HoverText,Location,LodFadeInOut,MusicLocation,RandomPieceRotation,RandomSpawn,StaticPhysics,TerrainModifier,TreeBase,WearNTear,ZNetView
CharredTowerRuins3	Destructible,DropOnDestroyed,HoverText,LightLod,Location,MusicLocation,RandomPieceRotation,RandomSpawn,SpawnArea,StaticPhysics,TerrainModifier,WearNTear,ZNetView,ZSFX
Charred_Archer	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_Archer_Fader	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_Breastplate	ItemDrop,ZNetView,ZSyncTransform
Charred_Helmet	ItemDrop,ZNetView,ZSyncTransform
Charred_HipCloth	ItemDrop,ZNetView,ZSyncTransform
Charred_Mage	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_MageCloths	ItemDrop,ZNetView,ZSyncTransform
Charred_Melee	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_Melee_Dyrnwyn	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_Melee_Fader	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_Melee_Ragdoll	Ragdoll,VisEquipment,ZNetView
Charred_Twitcher	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_Twitcher_Summoned	AnimationEffect,CharacterAnimEvent,CharacterDrop,FootStep,Humanoid,LevelEffects,MonsterAI,VisEquipment,ZNetView,ZSyncAnimation,ZSyncTransform
Charred_altar_bellfragment	Destructible,DropOnDestroyed,LightFlicker,LightLod,ZNetView
Charredfortress_LOD	ZNetView
Charredskull	ItemDrop,ZNetView,ZSyncTransform
Chest	Container,ZNetView,ZSyncTransform
Chicken	AnimalAI,AnimationEffect,CharacterAnimEvent,CharacterDrop,Growup,Humanoid,ZNetView,ZSyncAnimation,ZSyncTransform
ChickenEgg	EggGrow,ItemDrop,ZNetView,ZSyncTransform
ChickenMeat	ItemDrop,ZNetView,ZSyncTransform
Chitin	ItemDrop,ZNetView,ZSyncTransform
Cinder	Cinder,TimedDestruction,ZNetView
CinderSky	Cinder,TimedDestruction,ZNetView
CinderStorm	Cinder,TimedDestruction,ZNetView,ZSFX
Cinder_campfire	Cinder,TimedDestruction,ZNetView
CinematicsManager	CinematicsManager
Circle_section	
ClosedCaptions	CaptionItem,ClosedCaptions
CloudStorageWarningPopup	UIGamePad
Cloudberry	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CloudberryBush	Destructible,Pickable,StaticPhysics,ZNetView
Club	Floating,ItemDrop,LightLod,MeleeWeaponTrail,ParticleIntensityScaler,ZNetView,ZSyncTransform
Coal	ItemDrop,ZNetView,ZSyncTransform
Coins	ItemDrop,ZNetView,ZSyncTransform
CombatRuin01	AutoJumpLedge,Beacon,Container,Destructible,Door,HoverText,Location,Pickable,Piece,RandomPieceRotation,RandomSpawn,SpawnArea,StaticPhysics,TerrainModifier,WearNTear,ZNetView
Connection	RoomConnection
Connection_Entrance	RoomConnection
CookedAsksvinMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedBjornMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedBoneMawSerpentMeat	Floating,ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedBugMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedChickenMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedDeerMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedEgg	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedHareMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedLoxMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedMooseMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedSealBlubber	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedVoltureMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
CookedWolfMeat	ItemDrop,Piece,WearNTear,ZNetView,ZSyncTransform
Copper	ItemDrop,ZNetView,ZSyncTransform
CopperOre	ItemDrop,ZNetView,ZSyncTransform
CopperScrap	ItemDrop,ZNetView,ZSyncTransform
CreepProp_FloorCover01	
CreepProp_drops	RandomSpawn
CreepProp_egg_hanging01	Destructible,DropOnDestroyed,LightLod,RandomPieceRotation,ZNetView
CreepProp_egg_hanging02	RandomPieceRotation,ZNetView
CreepProp_entrance1	ZNetView
CreepProp_entrance2	ZNetView
CreepProp_hanging01	Destructible,ZNetView
CreepProp_pillar01	RandomPieceRotation
CreepProp_pillarhalf01	
CreepProp_pillarhalf02	
CreepProp_wall01	LightLod,RandomPieceRotation,ZNetView
CrossbowArbalest	Demister,Floating,ItemDrop,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowGold	Floating,ItemDrop,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowGoldUncooked	Floating,ItemDrop,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowGold_BloodLightning	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowGold_FrostFire	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowRipper	Floating,ItemDrop,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowRipperBlood	Floating,ItemDrop,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowRipperLightning	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
CrossbowRipperNature	Floating,ItemDrop,LightFlicker,LightLod,ParticleIntensityScaler,WeaponLoadState,ZNetView,ZSyncTransform
Crow	Destructible,DropOnDestroyed,RandomFlyingBird,ZNetView,ZSyncAnimation,ZSyncTransform
CrownJewel	ItemDrop,ZNetView,ZSyncTransform
Crypt2	CreatureSpawner,Destructible,DropOnDestroyed,DungeonGenerator,GuidePoint,Location,MusicLocation,RandomFlyingBird,Teleport,TerrainModifier,ZNetView,ZSyncAnimation,ZSyncTransform
Crypt3	CreatureSpawner,Destructible,DropOnDestroyed,DungeonGenerator,GuidePoint,Location,MusicLocation,RandomFlyingBird,Teleport,TerrainModifier,ZNetView,ZSyncAnimation,ZSyncTransform
Crypt4	CreatureSpawner,Destructible,DropOnDestroyed,DungeonGenerator,GuidePoint,Location,MusicLocation,RandomFlyingBird,Teleport,TerrainModifier,ZNetView,ZSyncAnimation,ZSyncTransform
CryptKey	Floating,ItemDrop,ZNetView,ZSyncTransform
Crystal	ItemDrop,ZNetView,ZSyncTransform
